"archivo","ubicacion","codigo_postal","localidad","telefono_tienda","fecha","hora","op","factura_simplificada","importe_total","N.C","AID","AUT","ARC","tipos_iva"
"20231125 Mercadona 37,76 Ôé¼.pdf","CTRA. GARRUCHA A VERA S/N","04630","GARRUCHA","950133380","25/11/2023","09:09","78800","2916-010-520925","37,76","072700743","A0000000031010","612848","3030","10%, 21%"
"20231201 Mercadona 86,70.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","01/12/2023","14:41","149530","2233-011-451305","86,70","003586427","A0000000041010C0000601","744184","3030","10%, 21%, 0%"
"20231205 Mercadona 58,00.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","05/12/2023","20:44","149624","2233-011-452354","58,00","003586427","A0000000041010C0000601","480053","3030","10%, 5%, 0%"
"20231213 Mercadona 29,34.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","13/12/2023","19:36","79063","4530-017-211832","29,34","034903088","A0000000041010C0000601","283774","3030","10%, 21%, 0%"
"20231215 Mercadona 3,20.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","15/12/2023","15:21","366720","2233-010-731651","3,20","003586427","A0000000041010C0000601","918924","3030","10%"
"20231218 Mercadona 60,47 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","18/12/2023","18:56","377449","3075-010-680549","60,47","077763746","A0000000041010","580666","3030","10%, 21%, 5%, 0%"
"20231218 Mercadona 60,47.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","18/12/2023","18:56","377449","3075-010-680549","60,47","077763746","A0000000041010","580666","3030","10%, 21%, 5%, 0%"
"20231222 Mercadona 68,39.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","22/12/2023","13:25","4731","2233-024-036352","68,39","003586427","A0000000041010C0000601","747338","3030","10%, 21%, 0%"
"20231224 Mercadona 37,49 O╠ée╠ü┬╝.pdf","C/ VALENCIA S/N","03178","BENIJOFAR","966713008","24/12/2023","13:41","211165","3095-015-301952","37,49","047072319","A0000000041010","077266","3030","10%, 21%, 0%"
"20231224 Mercadona 37,49.pdf","C/ VALENCIA S/N","03178","BENIJOFAR","966713008","24/12/2023","13:41","211165","3095-015-301952","37,49","047072319","A0000000041010","077266","3030","10%, 21%, 0%"
"20231226 Mercadona 112,02.pdf","AVDA. DEL TEXTIL 21","46870","ONTINYENT","961484834","26/12/2023","14:05","67201","4478-018-148652","112,02","036623437","A0000000041010C0000601","382935","3030","10%, 21%, 5%, 0%"
"20231226 Mercadona 25,83 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","26/12/2023","19:20","390814","3075-015-438485","25,83","077763746","A0000000041010","206584","3030","10%, 0%"
"20231226 Mercadona 25,83.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","26/12/2023","19:20","390814","3075-015-438485","25,83","077763746","A0000000041010","206584","3030","10%, 0%"
"20231230 Mercadona 31,37 Ôé¼.pdf","CTRA. GARRUCHA A VERA S/N","04630","GARRUCHA","950133380","30/12/2023","13:38","141716","2916-018-426836","31,37","072700743","A0000000031010","999226","3030","10%, 21%"
"20231230 Mercadona 66,30 O╠ée╠ü┬╝.pdf","C/ PERIODISTA AZZATI 26","46520","SAGUNT/SAGUNTO","961485847","30/12/2023","11:19","374641","4347-013-224145","66,30","049390115","A0000000041010","967076","3030","10%, 21%, 0%"
"20231230 Mercadona 66,30.pdf","C/ PERIODISTA AZZATI 26","46520","SAGUNT/SAGUNTO","961485847","30/12/2023","11:19","374641","4347-013-224145","66,30","049390115","A0000000041010","967076","3030","10%, 21%, 0%"
"20240102 Mercadona 70,04 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","02/01/2024","12:47","391141","3075-011-817648","70,04","077763746","A0000000041010","473418","3030","10%, 21%, 0%"
"20240102 Mercadona 70,04.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","02/01/2024","12:47","391141","3075-011-817648","70,04","077763746","A0000000041010","473418","3030","10%, 21%, 0%"
"20240102 Mercadona 76,74.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","02/01/2024","20:27","390830","2233-021-391144","76,74","003586427","A0000000041010C0000601","303703","3030","10%, 21%, 5%, 0%"
"20240103 Mercadona 25,28.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","03/01/2024","11:45","931","2233-012-095411","25,28","003586427","A0000000041010C0000601","439266","3030","10%, 0%"
"20240103 Mercadona 31,16.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","03/01/2024","14:11","375866","4530-013-365885","31,16","034903088","A0000000031010","114111","3030","10%, 21%, 0%"
"20240108 Mercadona 83,73 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","08/01/2024","17:13","391141","3075-010-693348","83,73","077763746","A0000000041010","818883","3030","10%, 21%, 5%, 0%"
"20240108 Mercadona 83,73.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","08/01/2024","17:13","391141","3075-010-693348","83,73","077763746","A0000000041010","818883","3030","10%, 21%, 5%, 0%"
"20240108 Mercadona 91,26.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","08/01/2024","17:59","116490","4530-014-331237","91,26","034903088","A0000000031010","397251","3030","10%, 21%, 5%, 0%"
"20240109 Mercadona 7,35 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","09/01/2024","19:30","67594","3075-016-207716","7,35","077763746","A0000000041010","455007","3030","10%, 0%"
"20240109 Mercadona 7,35.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","09/01/2024","19:30","67594","3075-016-207716","7,35","077763746","A0000000041010","455007","3030","10%, 0%"
"20240111 Mercadona 41,20 O╠ée╠ü┬╝.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","11/01/2024","19:56","64426","3075-013-696429","41,20","077763746","A0000000041010","791356","3030","10%, 21%, 0%"
"20240111 Mercadona 41,20.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","11/01/2024","19:56","64426","3075-013-696429","41,20","077763746","A0000000041010","791356","3030","10%, 21%, 0%"
"20240112 Mercadona 135,59.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","12/01/2024","18:05","79592","4530-015-048270","135,59","034903088","A0000000031010","458501","3030","10%, 21%, 5%, 0%"
"20240112 Mercadona 21,26.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","12/01/2024","14:18","366720","2233-020-616378","21,26","003586427","A0000000041010C0000601","708965","3030","10%, 21%, 0%"
"20240115 Mercadona 117,41 O╠ée╠ü┬╝.pdf","C/ MANUEL CANDELA 16","46021","VALENCIA","961624385","15/01/2024","17:15","60700","4583-016-397921","117,41","034903138","A0000000041010","728411","3030","10%, 5%, 0%"
"20240115 Mercadona 117,41.pdf","C/ MANUEL CANDELA 16","46021","VALENCIA","961624385","15/01/2024","17:15","60700","4583-016-397921","117,41","034903138","A0000000041010","728411","3030","10%, 5%, 0%"
"20240119 Mercadona 38,99.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","19/01/2024","14:18","390830","2233-020-618950","38,99","003586427","A0000000041010C0000601","867460","3030","10%, 21%, 0%"
"20240120 Mercadona 124,56.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","20/01/2024","13:16","79063","4530-018-238935","124,56","034903088","A0000000031010","963411","3030","10%, 21%, 0%"
"20240123 Mercadona 44,13 O╠ée╠ü┬╝.pdf","C/ MANUEL CANDELA 16","46021","VALENCIA","961624385","23/01/2024","20:27","93820","4583-018-189944","44,13","034903138","A0000000041010","421887","3030","10%, 21%, 0%"
"20240123 Mercadona 44,13.pdf","C/ MANUEL CANDELA 16","46021","VALENCIA","961624385","23/01/2024","20:27","93820","4583-018-189944","44,13","034903138","A0000000041010","421887","3030","10%, 21%, 0%"
"20240126 Mercadona 26,73.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","26/01/2024","14:27","183060","2233-021-395863","26,73","003586427","A0000000041010C0000601","723777","3030","10%, 21%, 5%, 0%"
"20240127 Mercadona 108,33 O╠ée╠ü┬╝.pdf","C/ PINTOR MAELLA 3","46023","VALENCIA","962564516","27/01/2024","14:57","389879","3957-014-351184","108,33","047199765","A0000000041010","273217","3030","10%, 21%, 0%"
"20240127 Mercadona 108,33.pdf","C/ PINTOR MAELLA 3","46023","VALENCIA","962564516","27/01/2024","14:57","389879","3957-014-351184","108,33","047199765","A0000000041010","273217","3030","10%, 21%, 0%"
"20240127 Mercadona 153,88.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","27/01/2024","13:46","79063","4530-020-054189","153,88","034903088","A0000000031010","063441","3030","10%, 21%, 0%"
"20240131 Mercadona 16,82 O╠ée╠ü┬╝.pdf","C/ PINTOR MAELLA 3","46023","VALENCIA","962564516","31/01/2024","20:12","111435","3957-013-306655","16,82","047199765","A0000000041010","766042","3030","10%, 21%, 0%"
"20240131 Mercadona 16,82.pdf","C/ PINTOR MAELLA 3","46023","VALENCIA","962564516","31/01/2024","20:12","111435","3957-013-306655","16,82","047199765","A0000000041010","766042","3030","10%, 21%, 0%"
"20240202 Mercadona 132,73.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","02/02/2024","19:19","390824","4530-013-377589","132,73","034903088","A0000000031010","899211","3030","10%, 21%, 0%"
"20240202 Mercadona 67,71.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","02/02/2024","14:27","390830","2233-020-623626","67,71","003586427","A0000000041010C0000601","418883","3030","10%, 21%, 0%"
"20240209 Mercadona 31,93.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","09/02/2024","12:42","149127","2233-021-398669","31,93","003586427","A0000000041010C0000601","786175","3030","4%, 10%, 21%, 0%"
"20240210 Mercadona 164,29.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","10/02/2024","13:38","59209","4530-014-342224","164,29","034903088","A0000000031010","083231","3030","10%, 21%, 0%"
"20240215 Mercadona 104,63.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","15/02/2024","20:16","68134","2233-020-628230","104,63","003586427","A0000000041010C0000601","927497","3030","0%, 5%, 10%, 21%"
"20240216 Mercadona 5,77.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","16/02/2024","14:49","183060","2233-011-469231","5,77","003586427","A0000000041010C0000601","157615","3030","0%, 10%"
"20240216 Mercadona 8,50.pdf","AVDA. CARDENAL BENLLOCH 91","46021","VALENCIA","963612915","16/02/2024","21:19","388735","2473-021-290852","8,50","098100894","A0000000031010","194203","3030","10%"
"20240217 Mercadona 153,51.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","17/02/2024","13:34","79063","4530-018-246015","153,51","034903088","A0000000031010","143531","3030","0%, 10%, 21%"
"20240219 Mercadona 72,85.pdf","PLAZA FRANCISCA NAVARRO 8","46100","BURJASSOT","963635840","19/02/2024","18:23","40133","2448-012-237007","72,85","098101330","A0000000031010","971774","3030","0%, 10%, 21%"
"20240223 Mercadona 12,10.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","23/02/2024","14:12","58986","2233-021-401360","12,10","003586427","A0000000041010C0000601","779062","3030","0%, 10%"
"20240224 Mercadona 152,53.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","24/02/2024","13:30","66434","4530-016-087832","152,53","034903088","A0000000031010","103531","3030","0%, 10%, 21%"
"20240226 Mercadona 59,59.pdf","PLAZA FRANCISCA NAVARRO 8","46100","BURJASSOT","963635840","26/02/2024","18:42","117829","2448-014-523052","59,59","098101330","A0000000031010","973177","3030","0%, 10%"
"20240227 Mercadona 38,22.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","27/02/2024","17:51","205399","2233-011-471589","38,22","003586427","A0000000041010C0000601","494174","3030","0%, 10%, 21%"
"20240301 Mercadona 108,57.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","01/03/2024","17:59","59209","4530-018-249357","108,57","034903088","A0000000031010","297051","3030","0%, 10%, 21%"
"20240301 Mercadona 30,79.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","01/03/2024","13:43","201273","2233-012-101904","30,79","003586427","A0000000041010C0000601","570363","3030","0%, 5%, 10%, 21%"
"20240301 Mercadona 89,18.pdf","CTRA. N-3 1","46340","REQUENA","962565747","01/03/2024","16:56","265739","3835-017-472201","89,18","066379314","A0000000031010","466844","3030","0%, 10%"
"20240304 Mercadona 11,90.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","04/03/2024","10:22","59209","4530-014-349229","11,90","034903088","A0000000041010C0000601","478293","3030","0%, 21%"
"20240304 Mercadona 21,49.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","04/03/2024","17:48","177535","4530-018-249939","21,49","034903088","A0000000031010","487341","3030","0%, 4%, 10%, 21%"
"20240304 Mercadona 82,81.pdf","PLAZA FRANCISCA NAVARRO 8","46100","BURJASSOT","963635840","04/03/2024","18:24","366924","2448-014-525162","82,81","098101330","A0000000031010","640084","3030","0%, 5%, 10%, 21%"
"20240305 Mercadona 18,34 Ôé¼.pdf","CTRA. GARRUCHA A VERA S/N","04630","GARRUCHA","950133380","05/03/2024","20:36","137841","2916-017-348133","18,34","072700743","A0000000031010","737413","3030","0%, 10%, 21%"
"20240308 Mercadona 31,76.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","08/03/2024","20:20","174605","2233-022-213473","31,76","003586427","A0000000041010C0000601","209284","3030","0%, 10%, 21%"
"20240309 Mercadona 139,38.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","09/03/2024","11:53","59209","4530-021-052043","139,38","034903088","A0000000031010","631051","3030","0%, 10%, 21%"
"20240311 Mercadona 19,46.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","11/03/2024","17:33","59209","4530-017-230543","19,46","034903088","A0000000031010","637331","3030","0%, 10%"
"20240311 Mercadona 47,82.pdf","PLAZA FRANCISCA NAVARRO 8","46100","BURJASSOT","963635840","11/03/2024","18:22","42963","2448-014-527290","47,82","098101330","A0000000031010","047289","3030","0%, 5%, 10%, 21%"
"20240316 Mercadona 158,38.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","16/03/2024","12:07","93151","4530-021-052393","158,38","034903088","A0000000031010","072101","3030","0%, 10%, 21%"
"20240318 Mercadona 30,62.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","18/03/2024","12:02","149596","2233-021-405983","30,62","003586427","A0000000041010C0000601","286613","3030","0%, 5%, 10%, 21%"
"20240320 Mercadona 65,53.pdf","PLAZA FRANCISCA NAVARRO 8","46100","BURJASSOT","963635840","20/03/2024","20:04","42963","2448-014-529779","65,53","098101330","A0000000031010","702376","3030","0%, 5%, 10%"
"20240323 Mercadona 234,20.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","23/03/2024","13:04","79063","4530-021-052628","234,20","034903088","A0000000031010","543501","3030","0%, 10%, 21%"
"20240323 Mercadona 9,66.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","23/03/2024","13:05","79063","4530-021-052629","9,66","034903088","A0000000031010","853101","3030","0%, 10%"
"20240325 Mercadona 12,10 Ôé¼.pdf","CTRA. GARRUCHA A VERA S/N","04630","GARRUCHA","950133380","25/03/2024","15:53","110163","2916-010-582625","12,10","072700743","A0000000031010","349959","3030","21%"
"20240327 Mercadona 161,22.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","27/03/2024","13:53","149530","2233-024-039738","161,22","003586427","A0000000041010C0000601","163837","3030","0%, 5%, 10%, 21%"
"20240327 Mercadona 90,03  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","27/03/2024","19:24","104622","4523-015-405285","90,03","036426237","A0000000041010","664466","3030","0%, 10%, 21%"
"20240328 Mercadona 14,05.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","28/03/2024","17:38","5244","4530-019-029305","14,05","034903088","A0000000031010","387531","3030","0%, 21%"
"20240330 Mercadona 135,52.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","30/03/2024","12:08","116490","4530-013-398523","135,52","034903088","A0000000031010","782101","3030","0%, 10%, 21%"
"20240330 Mercadona 33,05.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","30/03/2024","14:24","197809","2233-010-775719","33,05","003586427","A0000000041010C0000601","248742","3030","0%, 10%, 21%"
"20240403 Mercadona 12,37  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","03/04/2024","14:23","62565","4523-015-407361","12,37","036426237","A0000000041010","231053","3030","0%, 10%"
"20240405 Mercadona 220,27.pdf","C/ ALICANTE 83","03801","ALCOI/ALCOY","965366422","05/04/2024","11:32","132263","4530-018-257378","220,27","034903088","A0000000031010","021131","3030","0%, 10%, 21%"
"20240406 Mercadona 144,17.pdf","C/ OLTÁ 64","46026","VALENCIA","963332164","06/04/2024","11:32","381803","2806-020-947472","144,17","098101850","A0000000031010","963352","3030","0%, 5%, 10%, 21%"
"20240410 Mercadona 12,87.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","10/04/2024","12:32","146509","2233-011-481233","12,87","003586427","A0000000041010C0000601","939727","3030","0%, 10%"
"20240410 Mercadona 17,05  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","10/04/2024","19:41","67569","4523-016-256029","17,05","036426237","A0000000041010","552439","3030","0%, 10%, 21%"
"20240412 Mercadona 17,39.pdf","C/ OLTÁ 64","46026","VALENCIA","963332164","12/04/2024","21:04","214374","2806-024-193022","17,39","098101850","A0000000031010","587407","3030","0%, 10%, 21%"
"20240412 Mercadona 50,36.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","12/04/2024","14:21","149596","2233-020-647393","50,36","003586427","A0000000041010C0000601","700884","3030","0%, 10%, 21%"
"20240413 Mercadona 82,65  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","13/04/2024","13:25","101446","4523-012-087058","82,65","036426237","A0000000041010","405809","3030","0%, 5%, 10%, 21%"
"20240415 Mercadona 33,08  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","15/04/2024","19:09","231126","4523-013-070489","33,08","036426237","A0000000041010","354323","3030","0%, 10%, 21%"
"20240415 Mercadona 49,74.pdf","C/ PUPUT 51","46184","SAN ANTONIO DE BENAGEBER","961603618","15/04/2024","17:09","98551","4488-021-557522","49,74","034601120","A0000000031010","271990","3030","0%, 10%, 21%"
"20240416 Mercadona 47,83.pdf","CARRERA MALILLA S/N","46026","VALENCIA","963345506","16/04/2024","17:04","57494","2544-011-806994","47,83","098101132","A0000000031010","144166","3030","0%, 10%, 21%"
"20240418 Mercadona 8,35  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","18/04/2024","16:18","66914","4523-021-427342","8,35","036426237","A0000000041010","706225","3030","0%, 10%"
"20240422 Mercadona 11,26.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","22/04/2024","10:08","197809","2233-010-785100","11,26","003586427","A0000000041010C0000601","969988","3030","0%, 10%"
"20240422 Mercadona 2,98 Ôé¼.pdf","C/ GENERAL AVILÉS 79","46015","VALENCIA","963462056","22/04/2024","09:02","221410","3106-011-789097","2,98","003990058","A0000000041010","354371","3030","10%"
"20240423 Mercadona 10,29  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","23/04/2024","20:53","131589","4523-010-230615","10,29","036426237","A0000000041010","525753","3030","0%, 10%"
"20240426 Mercadona 52,92.pdf","AVDA. VALENCIA 41","03830","MURO DE ALCOY","966516066","26/04/2024","14:24","174605","2233-021-413330","52,92","003586427","A0000000041010C0000601","994009","3030","0%, 10%, 21%"
"20240427 Mercadona 19,19  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","27/04/2024","11:14","67548","4523-021-432314","19,19","036426237","A0000000041010","140653","3030","0%, 10%, 21%"
"20240427 Mercadona 49,42  (1).pdf","C/ PINTOR PERIS ARAGÓ 34","46120","ALBORAIA/ALBORAYA","961204862","27/04/2024","20:02","67569","4523-021-432765","49,42","036426237","A0000000041010","020453","3030","0%, 10%, 21%"
"20240429 Mercadona 55,74 Ôé¼.pdf","C/ MENORCA (C.C. AQUA) 19","46023","VALENCIA","963319378","29/04/2024","17:58","346187","3075-010-710238","55,74","077763746","A0000000041010","285373","3030","0%, 5%, 10%, 21%"
